date,global_active_power,global_reactive_power,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,voltage,global_intensity,valid_minutes,timestamp_count,day_of_week,month,day_of_year,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,quarter,quarter_sin,quarter_cos,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,reactive_active_ratio,intensity_power_ratio,metering_total,metering_1_share,metering_2_share,metering_3_share,metering_remainder_share,power_lag_1,reactive_lag_1,intensity_lag_1,power_lag_2,reactive_lag_2,intensity_lag_2,power_lag_7,reactive_lag_7,intensity_lag_7,power_lag_14,reactive_lag_14,intensity_lag_14,power_lag_30,reactive_lag_30,intensity_lag_30,power_roll_mean_3,power_roll_std_3,power_roll_min_3,power_roll_max_3,reactive_roll_mean_3,intensity_roll_mean_3,power_roll_mean_7,power_roll_std_7,power_roll_min_7,power_roll_max_7,reactive_roll_mean_7,intensity_roll_mean_7,power_roll_mean_14,power_roll_std_14,power_roll_min_14,power_roll_max_14,reactive_roll_mean_14,intensity_roll_mean_14,power_roll_mean_30,power_roll_std_30,power_roll_min_30,power_roll_max_30,reactive_roll_mean_30,intensity_roll_mean_30,power_diff_1,power_diff_7,power_ema_7,power_ema_30,power_vs_roll7,power_vs_roll30
2006-12-17,3390.46,226.006,2033.0,4187.0,13341.0,36946.666666666664,240.0870277777778,9.999027777777778,1440,1440,6,12,351,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.2426868445825954,0.9701046827361175,1.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.06665939133136525,0.0029491655335348635,56507.666666666664,0.03597741899265627,0.07409614034542636,0.23609185773783928,0.6538345829063814,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,0.0,0.0,3390.46,3390.46,0.0,0.0
2006-12-18,2203.826,161.792,1063.0,2621.0,14018.0,19028.433333333334,241.23169444444446,6.421666666666667,1440,1440,0,12,352,0.0,1.0,-2.4492935982947064e-16,1.0,-0.22596360824801906,0.974135744004672,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.07341414427753637,0.002913871904475578,36730.433333333334,0.028940578792637697,0.07135772061665419,0.3816453748967029,0.5180563256667798,3390.46,226.006,9.999027777777778,2203.826,161.792,6.421666666666667,2203.826,161.792,6.421666666666667,2203.826,161.792,6.421666666666667,2203.826,161.792,6.421666666666667,2797.143,839.0769481865177,2203.826,3390.46,193.899,8.210347222222222,2797.143,839.0769481865177,2203.826,3390.46,193.899,8.210347222222222,2797.143,839.0769481865177,2203.826,3390.46,193.899,8.210347222222222,2797.143,839.0769481865177,2203.826,3390.46,193.899,8.210347222222222,-1186.634,0.0,3093.8015000000005,3313.9029677419358,-593.317,-593.317
2006-12-19,1666.194,150.942,839.0,7602.0,6197.0,13131.9,241.9993125,4.926388888888889,1440,1440,1,12,353,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,-0.20917350564635637,0.9778785428342386,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.09059089152248125,0.002956671843694202,27769.9,0.030212568283277483,0.2737496353867407,0.22315528683131175,0.4728825094626598,2203.826,161.792,6.421666666666667,3390.46,226.006,9.999027777777778,1666.194,150.942,4.926388888888889,1666.194,150.942,4.926388888888889,1666.194,150.942,4.926388888888889,2420.16,882.2548437702113,1666.194,3390.46,179.58,7.115694444444444,2420.16,882.2548437702113,1666.194,3390.46,179.58,7.115694444444444,2420.16,882.2548437702113,1666.194,3390.46,179.58,7.115694444444444,2420.16,882.2548437702113,1666.194,3390.46,179.58,7.115694444444444,-537.6320000000001,0.0,2736.899625,3207.5991633714884,-753.9659999999999,-753.9659999999999
2006-12-20,2225.748,160.998,0.0,2648.0,14063.0,20384.8,242.30806249999998,6.467361111111111,1440,1440,2,12,354,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-0.19232150523909483,0.9813319716704275,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.07233433431262913,0.0029057023114051586,37095.8,0.0,0.07138274413622613,0.37909952069023717,0.5495177351465794,1666.194,150.942,4.926388888888889,2203.826,161.792,6.421666666666667,2225.748,160.998,6.467361111111111,2225.748,160.998,6.467361111111111,2225.748,160.998,6.467361111111111,2031.9226666666666,316.91992164793476,1666.194,2225.748,157.91066666666669,5.938472222222223,2371.557,726.887024238751,1666.194,3390.46,174.9345,6.953611111111111,2371.557,726.887024238751,1666.194,3390.46,174.9345,6.953611111111111,2371.557,726.887024238751,1666.194,3390.46,174.9345,6.953611111111111,559.5540000000001,0.0,2609.11171875,3144.253927024941,-145.80899999999974,-145.80899999999974
2006-12-21,1717.112,144.166,1765.0,2623.0,10421.0,13809.533333333333,241.04228472222223,5.028194444444445,1438,1440,3,12,355,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-0.17541259380427843,0.9844950085880858,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.08395841384606337,0.00292828565726415,28618.533333333333,0.061673321248875784,0.09165389327807433,0.36413466330568534,0.48253812213242214,2225.748,160.998,6.467361111111111,1666.194,150.942,4.926388888888889,1717.112,144.166,5.028194444444445,1717.112,144.166,5.028194444444445,1717.112,144.166,5.028194444444445,1869.6846666666668,309.4090879229844,1666.194,2225.748,152.03533333333334,5.473981481481482,2240.668,694.2140960179358,1666.194,3390.46,168.7808,6.568527777777779,2240.668,694.2140960179358,1666.194,3390.46,168.7808,6.568527777777779,2240.668,694.2140960179358,1666.194,3390.46,168.7808,6.568527777777779,-508.63599999999997,0.0,2386.1117890625,3052.1802543136546,-523.556,-523.556
2006-12-22,2341.338,186.906,3151.0,350.0,11131.0,24390.3,241.1845486111111,6.872916666666667,1440,1440,4,12,356,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.15845177496083632,0.9873667175937016,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.07982871329136215,0.00293546538933345,39022.3,0.08074870010017993,0.008969230414174223,0.28524715354335217,0.6250349159166672,1717.112,144.166,5.028194444444445,2225.748,160.998,6.467361111111111,2341.338,186.906,6.872916666666667,2341.338,186.906,6.872916666666667,2341.338,186.906,6.872916666666667,2094.732666666667,332.0968050814898,1717.112,2341.338,164.02333333333334,6.1228240740740745,2257.4463333333333,622.2826075865102,1666.194,3390.46,171.80166666666665,6.619259259259259,2257.4463333333333,622.2826075865102,1666.194,3390.46,171.80166666666665,6.619259259259259,2257.4463333333333,622.2826075865102,1666.194,3390.46,171.80166666666665,6.619259259259259,624.2260000000001,0.0,2374.918341796875,3006.319463712774,83.89166666666688,83.89166666666688
2006-12-23,4773.386,221.47,2669.0,425.0,14726.0,61736.433333333334,240.1360763888889,14.028055555555557,1440,1440,5,12,357,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.14144406768794202,0.9899462489023779,1.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.04639683443861509,0.0029388060283867153,79556.43333333333,0.03354851252297365,0.005342119828498989,0.18510130963406143,0.7760080580018963,2341.338,186.906,6.872916666666667,1717.112,144.166,5.028194444444445,4773.386,221.47,14.028055555555557,4773.386,221.47,14.028055555555557,4773.386,221.47,14.028055555555557,2943.9453333333336,1614.792367274918,1717.112,4773.386,184.18066666666667,8.643055555555557,2616.8662857142854,1107.6891644051466,1666.194,4773.386,178.89714285714285,7.677658730158731,2616.8662857142854,1107.6891644051466,1666.194,4773.386,178.89714285714285,7.677658730158731,2616.8662857142854,1107.6891644051466,1666.194,4773.386,178.89714285714285,7.677658730158731,2432.0480000000002,0.0,2974.5352563476563,3120.323756376466,2156.519714285715,2156.519714285715
2006-12-24,2550.012,149.9,1703.0,5082.0,6891.0,28824.2,241.6874375,7.640416666666667,1440,1440,6,12,358,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.12439450483979998,0.9922328391893008,1.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.05878403707167494,0.002996227728995173,42500.2,0.040070399667764614,0.11957590787526705,0.16214041345306282,0.6782132789803763,4773.386,221.47,14.028055555555557,2341.338,186.906,6.872916666666667,3390.46,226.006,9.999027777777778,2550.012,149.9,7.640416666666667,2550.012,149.9,7.640416666666667,3221.578666666667,1347.9487042945416,2341.338,4773.386,186.092,9.513796296296297,2496.802285714286,1054.1162508398074,1666.194,4773.386,168.02485714285714,7.340714285714286,2608.5095,1025.7932483290328,1666.194,4773.386,175.2725,7.673003472222223,2608.5095,1025.7932483290328,1666.194,4773.386,175.2725,7.673003472222223,-2223.3740000000003,-840.4479999999999,2868.4044422607426,3083.529449513468,53.2097142857142,-58.497499999999945
2006-12-25,2743.12,240.28,6620.0,1962.0,5795.0,31341.666666666668,243.39993055555558,7.951527777777779,1440,1440,0,12,359,0.0,1.0,-2.4492935982947064e-16,1.0,-0.10730813165636247,0.9942258118156161,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.0875936889062113,0.002898716707573516,45718.66666666667,0.14479862346208405,0.04291463734631555,0.12675347778893914,0.6855332613807883,2550.012,149.9,7.640416666666667,4773.386,221.47,14.028055555555557,2203.826,161.792,6.421666666666667,2743.12,240.28,7.951527777777779,2743.12,240.28,7.951527777777779,3355.5060000000008,1231.7103741204749,2550.012,4773.386,203.88333333333333,9.873333333333335,2573.844285714286,1048.829144470111,1666.194,4773.386,179.23742857142858,7.559265873015874,2623.4662222222223,960.5902594938409,1666.194,4773.386,182.49555555555557,7.703950617283951,2623.4662222222223,960.5902594938409,1666.194,4773.386,182.49555555555557,7.703950617283951,193.10799999999972,539.2939999999999,2837.083331695557,3061.5675495448572,169.275714285714,119.65377777777758
2006-12-26,3934.11,165.102,1086.0,2533.0,14979.0,46970.5,241.6254375,11.347916666666666,1440,1440,1,12,360,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,-0.09019000427034513,0.9959245770286599,0.0,4,-2.4492935982947064e-16,1.0,53.7,10.0,2.0,2.0,3.0,0.041966798070728374,0.0028844939932493427,65568.5,0.016562831237308118,0.038631354994568566,0.22844811151347907,0.7163577022393931,2743.12,240.28,7.951527777777779,2550.012,149.9,7.640416666666667,1666.194,150.942,4.926388888888889,3934.11,165.102,11.347916666666666,3934.11,165.102,11.347916666666666,3075.747333333334,749.6082480611675,2550.012,3934.11,185.09399999999997,8.979953703703705,2897.8322857142857,1071.7564749073854,1717.112,4773.386,181.26028571428574,8.476626984126986,2754.5306,995.9851390056202,1666.194,4773.386,180.75619999999998,8.068347222222222,2754.5306,995.9851390056202,1666.194,4773.386,180.75619999999998,8.068347222222222,1190.9900000000002,2267.916,3111.3399987716675,3117.860610864544,1036.2777142857144,1179.5794
