date,global_active_power,global_reactive_power,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,voltage,global_intensity,valid_minutes,day_of_week,month,day_of_year,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,quarter,quarter_sin,quarter_cos,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,reactive_active_ratio,intensity_power_ratio,metering_total,metering_1_share,metering_2_share,metering_3_share,metering_remainder_share,power_lag_1,reactive_lag_1,intensity_lag_1,power_lag_2,reactive_lag_2,intensity_lag_2,power_lag_7,reactive_lag_7,intensity_lag_7,power_lag_14,reactive_lag_14,intensity_lag_14,power_lag_30,reactive_lag_30,intensity_lag_30,power_roll_mean_3,power_roll_std_3,power_roll_min_3,power_roll_max_3,reactive_roll_mean_3,intensity_roll_mean_3,power_roll_mean_7,power_roll_std_7,power_roll_min_7,power_roll_max_7,reactive_roll_mean_7,intensity_roll_mean_7,power_roll_mean_14,power_roll_std_14,power_roll_min_14,power_roll_max_14,reactive_roll_mean_14,intensity_roll_mean_14,power_roll_mean_30,power_roll_std_30,power_roll_min_30,power_roll_max_30,reactive_roll_mean_30,intensity_roll_mean_30,power_diff_1,power_diff_7,power_ema_7,power_ema_30,power_vs_roll7,power_vs_roll30
2006-12-16,3390.46,226.006,2033.0,4187.0,13341.0,36946.666666666664,240.0870277777778,9.999027777777778,396,5,12,350,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.2593382659754056,0.9657865518844574,1.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.06665939133136525,0.0029491655335348635,56507.666666666664,0.03597741899265627,0.07409614034542636,0.23609185773783928,0.6538345829063814,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,0.0,0.0,3390.46,3390.46,0.0,0.0
2006-12-17,3390.46,226.006,2033.0,4187.0,13341.0,36946.666666666664,240.0870277777778,9.999027777777778,1440,6,12,351,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.2426868445825954,0.9701046827361175,1.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.06665939133136525,0.0029491655335348635,56507.666666666664,0.03597741899265627,0.07409614034542636,0.23609185773783928,0.6538345829063814,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,3390.46,0.0,3390.46,3390.46,226.006,9.999027777777778,0.0,0.0,3390.46,3390.46,0.0,0.0
2006-12-18,2203.826,161.792,1063.0,2621.0,14018.0,19028.433333333334,241.23169444444446,6.421666666666667,1440,0,12,352,0.0,1.0,-2.4492935982947064e-16,1.0,-0.22596360824801906,0.974135744004672,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.07341414427753637,0.002913871904475578,36730.433333333334,0.028940578792637697,0.07135772061665419,0.3816453748967029,0.5180563256667798,3390.46,226.006,9.999027777777778,3390.46,226.006,9.999027777777778,2203.826,161.792,6.421666666666667,2203.826,161.792,6.421666666666667,2203.826,161.792,6.421666666666667,2994.915333333333,685.1034593295624,2203.826,3390.46,204.60133333333332,8.806574074074074,2994.915333333333,685.1034593295624,2203.826,3390.46,204.60133333333332,8.806574074074074,2994.915333333333,685.1034593295624,2203.826,3390.46,204.60133333333332,8.806574074074074,2994.915333333333,685.1034593295624,2203.826,3390.46,204.60133333333332,8.806574074074074,-1186.634,0.0,3093.8015000000005,3313.9029677419358,-791.0893333333329,-791.0893333333329
2006-12-19,1666.194,150.942,839.0,7602.0,6197.0,13131.9,241.9993125,4.926388888888889,1440,1,12,353,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,-0.20917350564635637,0.9778785428342386,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.09059089152248125,0.002956671843694202,27769.9,0.030212568283277483,0.2737496353867407,0.22315528683131175,0.4728825094626598,2203.826,161.792,6.421666666666667,3390.46,226.006,9.999027777777778,1666.194,150.942,4.926388888888889,1666.194,150.942,4.926388888888889,1666.194,150.942,4.926388888888889,2420.16,882.2548437702113,1666.194,3390.46,179.58,7.115694444444443,2662.735,868.4965527108711,1666.194,3390.46,191.1865,7.836527777777778,2662.735,868.4965527108711,1666.194,3390.46,191.1865,7.836527777777778,2662.735,868.4965527108711,1666.194,3390.46,191.1865,7.836527777777778,-537.6320000000001,0.0,2736.899625,3207.5991633714884,-996.5410000000002,-996.5410000000002
2006-12-20,2225.748,160.998,0.0,2648.0,14063.0,20384.8,242.30806249999998,6.467361111111111,1440,2,12,354,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-0.19232150523909483,0.9813319716704275,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.07233433431262913,0.0029057023114051586,37095.8,0.0,0.07138274413622613,0.37909952069023717,0.5495177351465794,1666.194,150.942,4.926388888888889,2203.826,161.792,6.421666666666667,2225.748,160.998,6.467361111111111,2225.748,160.998,6.467361111111111,2225.748,160.998,6.467361111111111,2031.9226666666666,316.91992164793476,1666.194,2225.748,157.91066666666666,5.938472222222223,2575.3376,777.1140355101046,1666.194,3390.46,185.1488,7.562694444444444,2575.3376,777.1140355101046,1666.194,3390.46,185.1488,7.562694444444444,2575.3376,777.1140355101046,1666.194,3390.46,185.1488,7.562694444444444,559.5540000000001,0.0,2609.11171875,3144.253927024941,-349.5895999999998,-349.5895999999998
2006-12-21,1716.624,144.166,1765.0,2623.0,10421.0,13801.4,241.04054937413073,5.033796940194716,1438,3,12,355,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-0.17541259380427843,0.9844950085880858,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.08398228145244253,0.002932381777991181,28610.4,0.06169085367343026,0.09167994854697313,0.3642381791109443,0.48239101863369993,2225.748,160.998,6.467361111111111,1666.194,150.942,4.926388888888889,1716.624,144.166,5.033796940194716,1716.624,144.166,5.033796940194716,1716.624,144.166,5.033796940194716,1869.522,309.5295115687674,1666.194,2225.748,152.03533333333334,5.475848980064906,2432.2186666666666,778.4748896530106,1666.194,3390.46,178.31833333333336,7.14121152706949,2432.2186666666666,778.4748896530106,1666.194,3390.46,178.31833333333336,7.14121152706949,2432.2186666666666,778.4748896530106,1666.194,3390.46,178.31833333333336,7.14121152706949,-509.124,0.0,2385.9897890624998,3052.148770442687,-715.5946666666666,-715.5946666666666
2006-12-22,2341.338,186.906,3151.0,350.0,11131.0,24390.3,241.1845486111111,6.872916666666667,1440,4,12,356,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.15845177496083632,0.9873667175937016,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.07982871329136215,0.00293546538933345,39022.3,0.08074870010017993,0.008969230414174223,0.28524715354335217,0.6250349159166672,1716.624,144.166,5.033796940194716,2225.748,160.998,6.467361111111111,2341.338,186.906,6.872916666666667,2341.338,186.906,6.872916666666667,2341.338,186.906,6.872916666666667,2094.57,332.37425624136387,1716.624,2341.338,164.0233333333333,6.124691572657498,2419.2357142857145,711.4767699777028,1666.194,3390.46,179.54514285714285,7.102883689869087,2419.2357142857145,711.4767699777028,1666.194,3390.46,179.54514285714285,7.102883689869087,2419.2357142857145,711.4767699777028,1666.194,3390.46,179.54514285714285,7.102883689869087,624.7140000000002,0.0,2374.8268417968748,3006.2900110592877,-77.8977142857143,-77.8977142857143
2006-12-23,4773.386,221.47,2669.0,425.0,14726.0,61736.433333333334,240.1360763888889,14.028055555555557,1440,5,12,357,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.14144406768794202,0.9899462489023779,1.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.04639683443861509,0.0029388060283867153,79556.43333333333,0.03354851252297365,0.005342119828498989,0.18510130963406143,0.7760080580018963,2341.338,186.906,6.872916666666667,1716.624,144.166,5.033796940194716,3390.46,226.006,9.999027777777778,4773.386,221.47,14.028055555555557,4773.386,221.47,14.028055555555557,2943.7826666666674,1614.9777594311736,1716.624,4773.386,184.18066666666667,8.64492305413898,2616.7965714285715,1107.7552432697485,1666.194,4773.386,178.89714285714285,7.678459086694484,2713.5045,1061.432037193823,1666.194,4773.386,184.78575,7.968530173079895,2713.5045,1061.432037193823,1666.194,4773.386,184.78575,7.968530173079895,2432.0480000000002,1382.9260000000004,2974.4666313476564,3120.2962038941723,2156.589428571429,2059.8815000000004
2006-12-24,2550.012,149.9,1703.0,5082.0,6891.0,28824.2,241.6874375,7.640416666666667,1440,6,12,358,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.12439450483979998,0.9922328391893008,1.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.05878403707167494,0.002996227728995173,42500.2,0.040070399667764614,0.11957590787526705,0.16214041345306282,0.6782132789803763,4773.386,221.47,14.028055555555557,2341.338,186.906,6.872916666666667,3390.46,226.006,9.999027777777778,2550.012,149.9,7.640416666666667,2550.012,149.9,7.640416666666667,3221.5786666666677,1347.9487042945416,2341.338,4773.386,186.09199999999998,9.513796296296297,2496.7325714285716,1054.176424477873,1666.194,4773.386,168.02485714285714,7.341514642250039,2695.338666666667,994.3732704020157,1666.194,4773.386,180.90955555555556,7.932073116811758,2695.338666666667,994.3732704020157,1666.194,4773.386,180.90955555555556,7.932073116811758,-2223.3740000000003,-840.4479999999999,2868.3529735107427,3083.5036746106775,53.279428571428525,-145.32666666666682
2006-12-25,2743.12,240.28,6620.0,1962.0,5795.0,31341.666666666668,243.39993055555558,7.951527777777779,1440,0,12,359,0.0,1.0,-2.4492935982947064e-16,1.0,-0.10730813165636247,0.9942258118156161,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.0875936889062113,0.002898716707573516,45718.66666666667,0.14479862346208405,0.04291463734631555,0.12675347778893914,0.6855332613807883,2550.012,149.9,7.640416666666667,4773.386,221.47,14.028055555555557,2203.826,161.792,6.421666666666667,2743.12,240.28,7.951527777777779,2743.12,240.28,7.951527777777779,3355.5060000000008,1231.7103741204749,2550.012,4773.386,203.88333333333335,9.873333333333335,2573.774571428571,1048.895595421975,1666.194,4773.386,179.23742857142858,7.560066229551626,2700.1168000000002,937.6258645793523,1666.194,4773.386,186.8466,7.934018582908361,2700.1168000000002,937.6258645793523,1666.194,4773.386,186.8466,7.934018582908361,193.10799999999972,539.2939999999999,2837.044730133057,3061.543437539021,169.34542857142878,43.00319999999965
2006-12-26,3934.11,165.102,1086.0,2533.0,14979.0,46970.5,241.6254375,11.347916666666666,1440,1,12,360,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,-0.09019000427034513,0.9959245770286599,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.041966798070728374,0.0028844939932493427,65568.5,0.016562831237308118,0.038631354994568566,0.22844811151347907,0.7163577022393931,2743.12,240.28,7.951527777777779,2550.012,149.9,7.640416666666667,1666.194,150.942,4.926388888888889,3934.11,165.102,11.347916666666666,3934.11,165.102,11.347916666666666,3075.747333333334,749.6082480611675,2550.012,3934.11,185.09400000000002,8.979953703703705,2897.7625714285714,1071.8460893988556,1716.624,4773.386,181.26028571428574,8.477427340662738,2812.2980000000002,964.1881941318304,1666.194,4773.386,184.86981818181818,8.244372954159116,2812.2980000000002,964.1881941318304,1666.194,4773.386,184.86981818181818,8.244372954159116,1190.9900000000002,2267.916,3111.311047599793,3117.8380544719876,1036.3474285714287,1121.812
2006-12-27,1528.76,178.902,0.0,314.0,6976.0,18189.333333333332,243.76736111111111,4.5175,1440,2,12,361,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-0.07304518821104743,0.9973286321364752,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.11702425487517708,0.0029550092866408007,25479.333333333332,0.0,0.012323713335815025,0.2737905230275338,0.7138857635974036,3934.11,165.102,11.347916666666666,2743.12,240.28,7.951527777777779,2225.748,160.998,6.467361111111111,1528.76,178.902,4.5175,1528.76,178.902,4.5175,2735.33,1202.6939214530023,1528.76,3934.11,194.76133333333334,7.938981481481481,2798.1928571428575,1172.3402376232236,1528.76,4773.386,183.81799999999998,8.19887575336115,2705.3365,991.1778752707675,1528.76,4773.386,184.37249999999997,7.933800207979189,2705.3365,991.1778752707675,1528.76,4773.386,184.37249999999997,7.933800207979189,-2405.3500000000004,-696.988,2715.6732856998447,3015.3168896673433,-1269.4328571428575,-1176.5765
2006-12-28,2072.638,208.876,2207.0,4419.0,9176.0,18741.966666666667,243.26833333333335,6.086250000000001,1440,3,12,362,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-0.05587875690537313,0.9984375616565666,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.10077784924295616,0.002936475157294002,34543.96666666667,0.06388959383942909,0.12792393075506894,0.2656324934619852,0.5425539819145682,1528.76,178.902,4.5175,3934.11,165.102,11.347916666666666,1716.624,144.166,5.033796940194716,2072.638,208.876,6.086250000000001,2072.638,208.876,6.086250000000001,2511.8360000000007,1261.3874575355508,1528.76,3934.11,184.29333333333332,7.317222222222223,2849.052,1124.3384638384773,1528.76,4773.386,193.06228571428574,8.349226190476191,2656.6673846153844,965.0683870539556,1528.76,4773.386,186.2573846153846,7.79168096121156,2656.6673846153844,965.0683870539556,1528.76,4773.386,186.2573846153846,7.79168096121156,543.8779999999999,356.0139999999999,2554.9144642748834,2954.4988967855793,-776.4140000000002,-584.0293846153845
2006-12-29,3174.392,196.394,1252.0,5162.0,11329.0,35163.53333333333,240.87130555555555,9.271388888888888,1440,4,12,363,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.03869579017652689,0.9992510374388481,0.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.061868225454868774,0.0029206817828321793,52906.53333333333,0.02366437415372145,0.09756829024082278,0.21413234407948106,0.6646349915070734,2072.638,208.876,6.086250000000001,1528.76,178.902,4.5175,2341.338,186.906,6.872916666666667,3174.392,196.394,9.271388888888888,3174.392,196.394,9.271388888888888,2258.596666666667,838.4280763054954,1528.76,3174.392,194.72400000000002,6.625046296296296,2968.0597142857146,1105.5733538898442,1528.76,4773.386,194.41771428571428,8.69186507936508,2693.6477142857143,937.4752120091521,1528.76,4773.386,186.98142857142855,7.897374384617082,2693.6477142857143,937.4752120091521,1528.76,4773.386,186.98142857142855,7.897374384617082,1101.754,833.0539999999996,2709.7838482061625,2968.685548605865,206.33228571428526,480.7442857142855
2006-12-30,2789.302,311.928,3072.0,7891.0,12480.0,23045.366666666665,240.54068845618914,8.292211404728791,1438,5,12,364,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.021501372740813793,0.999768818762748,1.0,4,-2.4492935982947064e-16,1.0,63.95,9.0,6.0,2.0,1.0,0.11183012807081122,0.0029728625303950336,46488.36666666667,0.06608104823215095,0.16974139049476017,0.26845425844311327,0.49572330280846477,3174.392,196.394,9.271388888888888,2072.638,208.876,6.086250000000001,4773.386,221.47,14.028055555555557,3390.46,226.006,9.999027777777778,2789.302,311.928,8.292211404728791,2678.7773333333334,559.1307947031119,2072.638,3174.392,239.066,7.883283431205893,2684.619142857143,768.563168602171,1528.76,3934.11,207.34028571428573,7.872458772104112,2650.7078571428574,916.6395899791853,1528.76,4773.386,193.1187142857143,7.775458929399298,2700.0246666666667,903.7112690875388,1528.76,4773.386,195.3112,7.923696852624531,-385.0899999999997,-1984.0840000000003,2729.663386154622,2957.1124164377447,104.6828571428573,89.27733333333344
